train_number,train_name,source_station,destination_station,capacity,month,season,demand_multiplier,estimated_passengers,occupancy_rate,waitlist_count,crowd_level
22301,Vande Bharat,Howrah Jn,Bolpur S Niktn,1128,7,Monsoon,0.8,851,0.755,0,Moderate
22301,Vande Bharat,Howrah Jn,Bolpur S Niktn,1128,8,Monsoon,0.9,958,0.85,0,Moderate
22301,Vande Bharat,Howrah Jn,Bolpur S Niktn,1128,9,Post-Monsoon,1.0,1070,0.949,0,High
22301,Vande Bharat,Howrah Jn,Bolpur S Niktn,1128,10,Post-Monsoon,1.3,1314,1.165,111,Overcrowded
22301,Vande Bharat,Howrah Jn,Bolpur S Niktn,1128,11,Post-Monsoon,1.45,1410,1.25,169,Overcrowded
22301,Vande Bharat,Howrah Jn,Bolpur S Niktn,1128,12,Winter,1.2,1156,1.025,16,High
22302,Vande Bharat,Malda Town,Bolpur S Niktn,1128,1,Winter,1.05,889,0.789,0,Moderate
22302,Vande Bharat,Malda Town,Bolpur S Niktn,1128,2,Winter,0.9,724,0.642,0,Low
22302,Vande Bharat,Malda Town,Bolpur S Niktn,1128,3,Summer,1.25,962,0.853,0,Moderate
22302,Vande Bharat,Malda Town,Bolpur S Niktn,1128,4,Summer,1.1,866,0.768,0,Moderate
22302,Vande Bharat,Malda Town,Bolpur S Niktn,1128,5,Summer,1.4,1107,0.982,0,High
22302,Vande Bharat,Malda Town,Bolpur S Niktn,1128,6,Monsoon,0.85,724,0.642,0,Low
22302,Vande Bharat,Malda Town,Bolpur S Niktn,1128,7,Monsoon,0.8,682,0.605,0,Low
22302,Vande Bharat,Malda Town,Bolpur S Niktn,1128,8,Monsoon,0.9,770,0.683,0,Low
22302,Vande Bharat,Malda Town,Bolpur S Niktn,1128,9,Post-Monsoon,1.0,808,0.717,0,Moderate
22302,Vande Bharat,Malda Town,Bolpur S Niktn,1128,10,Post-Monsoon,1.3,1011,0.897,0,Moderate
22302,Vande Bharat,Malda Town,Bolpur S Niktn,1128,11,Post-Monsoon,1.45,1118,0.992,0,High
22302,Vande Bharat,Malda Town,Bolpur S Niktn,1128,12,Winter,1.2,1043,0.925,0,High
22601,Chennai Intercity,Bangarapet,Malur,1500,1,Winter,1.05,1089,0.726,0,Moderate
22601,Chennai Intercity,Bangarapet,Malur,1500,2,Winter,0.9,871,0.581,0,Low
22601,Chennai Intercity,Bangarapet,Malur,1500,3,Summer,1.25,1258,0.839,0,Moderate
22601,Chennai Intercity,Bangarapet,Malur,1500,4,Summer,1.1,1120,0.747,0,Moderate
22601,Chennai Intercity,Bangarapet,Malur,1500,5,Summer,1.4,1398,0.932,0,High
22601,Chennai Intercity,Bangarapet,Malur,1500,6,Monsoon,0.85,945,0.63,0,Low
22601,Chennai Intercity,Bangarapet,Malur,1500,7,Monsoon,0.8,860,0.574,0,Low
22601,Chennai Intercity,Bangarapet,Malur,1500,8,Monsoon,0.9,973,0.649,0,Low
22601,Chennai Intercity,Bangarapet,Malur,1500,9,Post-Monsoon,1.0,1015,0.677,0,Low
22601,Chennai Intercity,Bangarapet,Malur,1500,10,Post-Monsoon,1.3,1312,0.875,0,Moderate
22601,Chennai Intercity,Bangarapet,Malur,1500,11,Post-Monsoon,1.45,1425,0.95,0,High
22601,Chennai Intercity,Bangarapet,Malur,1500,12,Winter,1.2,1308,0.872,0,Moderate
22602,Chennai Intercity,Sainagar Shirdi,Ahmadnagar,1500,1,Winter,1.05,945,0.63,0,Low
22602,Chennai Intercity,Sainagar Shirdi,Ahmadnagar,1500,2,Winter,0.9,841,0.561,0,Low
22602,Chennai Intercity,Sainagar Shirdi,Ahmadnagar,1500,3,Summer,1.25,1183,0.789,0,Moderate
22602,Chennai Intercity,Sainagar Shirdi,Ahmadnagar,1500,4,Summer,1.1,1020,0.68,0,Low
22602,Chennai Intercity,Sainagar Shirdi,Ahmadnagar,1500,5,Summer,1.4,1446,0.964,0,High
22602,Chennai Intercity,Sainagar Shirdi,Ahmadnagar,1500,6,Monsoon,0.85,850,0.567,0,Low
22602,Chennai Intercity,Sainagar Shirdi,Ahmadnagar,1500,7,Monsoon,0.8,804,0.536,0,Low
22602,Chennai Intercity,Sainagar Shirdi,Ahmadnagar,1500,8,Monsoon,0.9,848,0.566,0,Low
22602,Chennai Intercity,Sainagar Shirdi,Ahmadnagar,1500,9,Post-Monsoon,1.0,937,0.625,0,Low
22602,Chennai Intercity,Sainagar Shirdi,Ahmadnagar,1500,10,Post-Monsoon,1.3,1186,0.791,0,Moderate
22602,Chennai Intercity,Sainagar Shirdi,Ahmadnagar,1500,11,Post-Monsoon,1.45,1467,0.978,0,High
22602,Chennai Intercity,Sainagar Shirdi,Ahmadnagar,1500,12,Winter,1.2,1224,0.816,0,Moderate
22651,Palakkad Superfast,Chennai Central,Tiruvallur,1500,1,Winter,1.05,1180,0.787,0,Moderate
22651,Palakkad Superfast,Chennai Central,Tiruvallur,1500,2,Winter,0.9,1023,0.682,0,Low
22651,Palakkad Superfast,Chennai Central,Tiruvallur,1500,3,Summer,1.25,1399,0.933,0,High
22651,Palakkad Superfast,Chennai Central,Tiruvallur,1500,4,Summer,1.1,1191,0.794,0,Moderate
22651,Palakkad Superfast,Chennai Central,Tiruvallur,1500,5,Summer,1.4,1545,1.03,27,High
22651,Palakkad Superfast,Chennai Central,Tiruvallur,1500,6,Monsoon,0.85,948,0.632,0,Low
22651,Palakkad Superfast,Chennai Central,Tiruvallur,1500,7,Monsoon,0.8,933,0.622,0,Low
22651,Palakkad Superfast,Chennai Central,Tiruvallur,1500,8,Monsoon,0.9,1035,0.69,0,Low
22651,Palakkad Superfast,Chennai Central,Tiruvallur,1500,9,Post-Monsoon,1.0,1173,0.782,0,Moderate
22651,Palakkad Superfast,Chennai Central,Tiruvallur,1500,10,Post-Monsoon,1.3,1437,0.958,0,High
22651,Palakkad Superfast,Chennai Central,Tiruvallur,1500,11,Post-Monsoon,1.45,1527,1.018,16,High
22651,Palakkad Superfast,Chennai Central,Tiruvallur,1500,12,Winter,1.2,1366,0.911,0,High
22652,Palakkad Superfast,Palakkad Jn,Palghat Town,1500,1,Winter,1.05,1116,0.744,0,Moderate
22652,Palakkad Superfast,Palakkad Jn,Palghat Town,1500,2,Winter,0.9,942,0.628,0,Low
22652,Palakkad Superfast,Palakkad Jn,Palghat Town,1500,3,Summer,1.25,1266,0.844,0,Moderate
22652,Palakkad Superfast,Palakkad Jn,Palghat Town,1500,4,Summer,1.1,1135,0.757,0,Moderate
22652,Palakkad Superfast,Palakkad Jn,Palghat Town,1500,5,Summer,1.4,1461,0.974,0,High
22652,Palakkad Superfast,Palakkad Jn,Palghat Town,1500,6,Monsoon,0.85,927,0.618,0,Low
22652,Palakkad Superfast,Palakkad Jn,Palghat Town,1500,7,Monsoon,0.8,859,0.573,0,Low
22652,Palakkad Superfast,Palakkad Jn,Palghat Town,1500,8,Monsoon,0.9,987,0.658,0,Low
22652,Palakkad Superfast,Palakkad Jn,Palghat Town,1500,9,Post-Monsoon,1.0,1033,0.689,0,Low
22652,Palakkad Superfast,Palakkad Jn,Palghat Town,1500,10,Post-Monsoon,1.3,1281,0.854,0,Moderate
22652,Palakkad Superfast,Palakkad Jn,Palghat Town,1500,11,Post-Monsoon,1.45,1545,1.03,27,High
22652,Palakkad Superfast,Palakkad Jn,Palghat Town,1500,12,Winter,1.2,1240,0.827,0,Moderate
22504,Dibrugarh Kanniyakumari Vivek SF Exp,Dibrugarh,Kanyakumari,1500,1,Winter,1.05,1579,1.053,47,Overcrowded
22504,Dibrugarh Kanniyakumari Vivek SF Exp,Dibrugarh,Kanyakumari,1500,2,Winter,0.9,1354,0.903,0,High
22504,Dibrugarh Kanniyakumari Vivek SF Exp,Dibrugarh,Kanyakumari,1500,3,Summer,1.25,1642,1.095,85,Overcrowded
22504,Dibrugarh Kanniyakumari Vivek SF Exp,Dibrugarh,Kanyakumari,1500,4,Summer,1.1,1524,1.016,14,High
22504,Dibrugarh Kanniyakumari Vivek SF Exp,Dibrugarh,Kanyakumari,1500,5,Summer,1.4,2025,1.35,315,Overcrowded
22504,Dibrugarh Kanniyakumari Vivek SF Exp,Dibrugarh,Kanyakumari,1500,6,Monsoon,0.85,1222,0.815,0,Moderate
22504,Dibrugarh Kanniyakumari Vivek SF Exp,Dibrugarh,Kanyakumari,1500,7,Monsoon,0.8,1098,0.732,0,Moderate
22504,Dibrugarh Kanniyakumari Vivek SF Exp,Dibrugarh,Kanyakumari,1500,8,Monsoon,0.9,1201,0.801,0,Moderate
22504,Dibrugarh Kanniyakumari Vivek SF Exp,Dibrugarh,Kanyakumari,1500,9,Post-Monsoon,1.0,1333,0.889,0,Moderate
22504,Dibrugarh Kanniyakumari Vivek SF Exp,Dibrugarh,Kanyakumari,1500,10,Post-Monsoon,1.3,1846,1.231,207,Overcrowded
22504,Dibrugarh Kanniyakumari Vivek SF Exp,Dibrugarh,Kanyakumari,1500,11,Post-Monsoon,1.45,2025,1.35,315,Overcrowded
22504,Dibrugarh Kanniyakumari Vivek SF Exp,Dibrugarh,Kanyakumari,1500,12,Winter,1.2,1795,1.197,177,Overcrowded
22503,Kanniyakumari Dibrugarh Vivek SF Exp,Kanyakumari,Dibrugarh,1500,1,Winter,1.05,1570,1.047,42,High
22503,Kanniyakumari Dibrugarh Vivek SF Exp,Kanyakumari,Dibrugarh,1500,2,Winter,0.9,1354,0.903,0,High
22503,Kanniyakumari Dibrugarh Vivek SF Exp,Kanyakumari,Dibrugarh,1500,3,Summer,1.25,1881,1.254,228,Overcrowded
22503,Kanniyakumari Dibrugarh Vivek SF Exp,Kanyakumari,Dibrugarh,1500,4,Summer,1.1,1446,0.964,0,High
22503,Kanniyakumari Dibrugarh Vivek SF Exp,Kanyakumari,Dibrugarh,1500,5,Summer,1.4,1939,1.293,263,Overcrowded
22503,Kanniyakumari Dibrugarh Vivek SF Exp,Kanyakumari,Dibrugarh,1500,6,Monsoon,0.85,1261,0.841,0,Moderate
22503,Kanniyakumari Dibrugarh Vivek SF Exp,Kanyakumari,Dibrugarh,1500,7,Monsoon,0.8,1150,0.767,0,Moderate
22503,Kanniyakumari Dibrugarh Vivek SF Exp,Kanyakumari,Dibrugarh,1500,8,Monsoon,0.9,1234,0.823,0,Moderate
22503,Kanniyakumari Dibrugarh Vivek SF Exp,Kanyakumari,Dibrugarh,1500,9,Post-Monsoon,1.0,1335,0.89,0,Moderate
22503,Kanniyakumari Dibrugarh Vivek SF Exp,Kanyakumari,Dibrugarh,1500,10,Post-Monsoon,1.3,1733,1.156,140,Overcrowded
22503,Kanniyakumari Dibrugarh Vivek SF Exp,Kanyakumari,Dibrugarh,1500,11,Post-Monsoon,1.45,2025,1.35,315,Overcrowded
22503,Kanniyakumari Dibrugarh Vivek SF Exp,Kanyakumari,Dibrugarh,1500,12,Winter,1.2,1708,1.139,125,Overcrowded
12508,Aronai Exp,Silchar,Thiruvananthapuram,1500,1,Winter,1.05,1557,1.038,34,High
12508,Aronai Exp,Silchar,Thiruvananthapuram,1500,2,Winter,0.9,1294,0.863,0,Moderate
12508,Aronai Exp,Silchar,Thiruvananthapuram,1500,3,Summer,1.25,1715,1.144,129,Overcrowded
12508,Aronai Exp,Silchar,Thiruvananthapuram,1500,4,Summer,1.1,1468,0.979,0,High
12508,Aronai Exp,Silchar,Thiruvananthapuram,1500,5,Summer,1.4,1867,1.245,220,Overcrowded
12508,Aronai Exp,Silchar,Thiruvananthapuram,1500,6,Monsoon,0.85,1207,0.805,0,Moderate
12508,Aronai Exp,Silchar,Thiruvananthapuram,1500,7,Monsoon,0.8,1138,0.759,0,Moderate
12508,Aronai Exp,Silchar,Thiruvananthapuram,1500,8,Monsoon,0.9,1347,0.898,0,Moderate
12508,Aronai Exp,Silchar,Thiruvananthapuram,1500,9,Post-Monsoon,1.0,1404,0.936,0,High
12508,Aronai Exp,Silchar,Thiruvananthapuram,1500,10,Post-Monsoon,1.3,1708,1.139,125,Overcrowded
12508,Aronai Exp,Silchar,Thiruvananthapuram,1500,11,Post-Monsoon,1.45,2025,1.35,315,Overcrowded
12508,Aronai Exp,Silchar,Thiruvananthapuram,1500,12,Winter,1.2,1693,1.129,116,Overcrowded
12507,Aronai Exp,Thiruvananthapuram,Silchar,1500,1,Winter,1.05,1455,0.97,0,High
12507,Aronai Exp,Thiruvananthapuram,Silchar,1500,2,Winter,0.9,1335,0.89,0,Moderate
12507,Aronai Exp,Thiruvananthapuram,Silchar,1500,3,Summer,1.25,1798,1.199,179,Overcrowded
12507,Aronai Exp,Thiruvananthapuram,Silchar,1500,4,Summer,1.1,1509,1.006,5,High
12507,Aronai Exp,Thiruvananthapuram,Silchar,1500,5,Summer,1.4,1869,1.246,221,Overcrowded
12507,Aronai Exp,Thiruvananthapuram,Silchar,1500,6,Monsoon,0.85,1134,0.756,0,Moderate
12507,Aronai Exp,Thiruvananthapuram,Silchar,1500,7,Monsoon,0.8,1135,0.757,0,Moderate
12507,Aronai Exp,Thiruvananthapuram,Silchar,1500,8,Monsoon,0.9,1281,0.854,0,Moderate
12507,Aronai Exp,Thiruvananthapuram,Silchar,1500,9,Post-Monsoon,1.0,1495,0.997,0,High
12507,Aronai Exp,Thiruvananthapuram,Silchar,1500,10,Post-Monsoon,1.3,1824,1.216,194,Overcrowded
12507,Aronai Exp,Thiruvananthapuram,Silchar,1500,11,Post-Monsoon,1.45,1906,1.271,243,Overcrowded
12507,Aronai Exp,Thiruvananthapuram,Silchar,1500,12,Winter,1.2,1742,1.162,145,Overcrowded
16317,Himsagar Exp,Kanyakumari,Shri Mata Vaishno Devi Katra,1500,1,Winter,1.05,1516,1.011,9,High
16317,Himsagar Exp,Kanyakumari,Shri Mata Vaishno Devi Katra,1500,2,Winter,0.9,1384,0.923,0,High
16317,Himsagar Exp,Kanyakumari,Shri Mata Vaishno Devi Katra,1500,3,Summer,1.25,1842,1.228,205,Overcrowded
16317,Himsagar Exp,Kanyakumari,Shri Mata Vaishno Devi Katra,1500,4,Summer,1.1,1665,1.11,99,Overcrowded
16317,Himsagar Exp,Kanyakumari,Shri Mata Vaishno Devi Katra,1500,5,Summer,1.4,1966,1.311,279,Overcrowded
16317,Himsagar Exp,Kanyakumari,Shri Mata Vaishno Devi Katra,1500,6,Monsoon,0.85,1303,0.869,0,Moderate
16317,Himsagar Exp,Kanyakumari,Shri Mata Vaishno Devi Katra,1500,7,Monsoon,0.8,1060,0.707,0,Moderate
16317,Himsagar Exp,Kanyakumari,Shri Mata Vaishno Devi Katra,1500,8,Monsoon,0.9,1371,0.914,0,High
16317,Himsagar Exp,Kanyakumari,Shri Mata Vaishno Devi Katra,1500,9,Post-Monsoon,1.0,1429,0.953,0,High
16317,Himsagar Exp,Kanyakumari,Shri Mata Vaishno Devi Katra,1500,10,Post-Monsoon,1.3,1837,1.225,202,Overcrowded
16317,Himsagar Exp,Kanyakumari,Shri Mata Vaishno Devi Katra,1500,11,Post-Monsoon,1.45,1981,1.321,288,Overcrowded
16317,Himsagar Exp,Kanyakumari,Shri Mata Vaishno Devi Katra,1500,12,Winter,1.2,1729,1.153,137,Overcrowded
16318,Himsagar Exp,Shri Mata Vaishno Devi Katra,Kanyakumari,1500,1,Winter,1.05,1615,1.077,69,Overcrowded
16318,Himsagar Exp,Shri Mata Vaishno Devi Katra,Kanyakumari,1500,2,Winter,0.9,1326,0.884,0,Moderate
16318,Himsagar Exp,Shri Mata Vaishno Devi Katra,Kanyakumari,1500,3,Summer,1.25,1891,1.261,234,Overcrowded
16318,Himsagar Exp,Shri Mata Vaishno Devi Katra,Kanyakumari,1500,4,Summer,1.1,1545,1.03,27,High
16318,Himsagar Exp,Shri Mata Vaishno Devi Katra,Kanyakumari,1500,5,Summer,1.4,2025,1.35,315,Overcrowded
16318,Himsagar Exp,Shri Mata Vaishno Devi Katra,Kanyakumari,1500,6,Monsoon,0.85,1126,0.751,0,Moderate
16318,Himsagar Exp,Shri Mata Vaishno Devi Katra,Kanyakumari,1500,7,Monsoon,0.8,1218,0.812,0,Moderate
16318,Himsagar Exp,Shri Mata Vaishno Devi Katra,Kanyakumari,1500,8,Monsoon,0.9,1287,0.858,0,Moderate
16318,Himsagar Exp,Shri Mata Vaishno Devi Katra,Kanyakumari,1500,9,Post-Monsoon,1.0,1413,0.942,0,High
16318,Himsagar Exp,Shri Mata Vaishno Devi Katra,Kanyakumari,1500,10,Post-Monsoon,1.3,1776,1.184,165,Overcrowded
16318,Himsagar Exp,Shri Mata Vaishno Devi Katra,Kanyakumari,1500,11,Post-Monsoon,1.45,2025,1.35,315,Overcrowded
16318,Himsagar Exp,Shri Mata Vaishno Devi Katra,Kanyakumari,1500,12,Winter,1.2,1708,1.139,125,Overcrowded
16788,Vaishno Devi Katra Tirunelveli Exp,Shri Mata Vaishno Devi Katra,Tirunelveli,1500,1,Winter,1.05,1453,0.969,0,High
16788,Vaishno Devi Katra Tirunelveli Exp,Shri Mata Vaishno Devi Katra,Tirunelveli,1500,2,Winter,0.9,1290,0.86,0,Moderate
16788,Vaishno Devi Katra Tirunelveli Exp,Shri Mata Vaishno Devi Katra,Tirunelveli,1500,3,Summer,1.25,1840,1.227,204,Overcrowded
16788,Vaishno Devi Katra Tirunelveli Exp,Shri Mata Vaishno Devi Katra,Tirunelveli,1500,4,Summer,1.1,1680,1.12,108,Overcrowded
16788,Vaishno Devi Katra Tirunelveli Exp,Shri Mata Vaishno Devi Katra,Tirunelveli,1500,5,Summer,1.4,2025,1.35,315,Overcrowded
16788,Vaishno Devi Katra Tirunelveli Exp,Shri Mata Vaishno Devi Katra,Tirunelveli,1500,6,Monsoon,0.85,1276,0.851,0,Moderate
16788,Vaishno Devi Katra Tirunelveli Exp,Shri Mata Vaishno Devi Katra,Tirunelveli,1500,7,Monsoon,0.8,1204,0.803,0,Moderate
16788,Vaishno Devi Katra Tirunelveli Exp,Shri Mata Vaishno Devi Katra,Tirunelveli,1500,8,Monsoon,0.9,1245,0.83,0,Moderate
16788,Vaishno Devi Katra Tirunelveli Exp,Shri Mata Vaishno Devi Katra,Tirunelveli,1500,9,Post-Monsoon,1.0,1371,0.914,0,High
16788,Vaishno Devi Katra Tirunelveli Exp,Shri Mata Vaishno Devi Katra,Tirunelveli,1500,10,Post-Monsoon,1.3,1900,1.267,240,Overcrowded
16788,Vaishno Devi Katra Tirunelveli Exp,Shri Mata Vaishno Devi Katra,Tirunelveli,1500,11,Post-Monsoon,1.45,2025,1.35,315,Overcrowded
16788,Vaishno Devi Katra Tirunelveli Exp,Shri Mata Vaishno Devi Katra,Tirunelveli,1500,12,Winter,1.2,1596,1.064,57,Overcrowded
16787,Tirunelveli Vaishno Devi Katra Exp,Tirunelveli,Shri Mata Vaishno Devi Katra,1500,1,Winter,1.05,1419,0.946,0,High
16787,Tirunelveli Vaishno Devi Katra Exp,Tirunelveli,Shri Mata Vaishno Devi Katra,1500,2,Winter,0.9,1246,0.831,0,Moderate
16787,Tirunelveli Vaishno Devi Katra Exp,Tirunelveli,Shri Mata Vaishno Devi Katra,1500,3,Summer,1.25,1792,1.195,175,Overcrowded
16787,Tirunelveli Vaishno Devi Katra Exp,Tirunelveli,Shri Mata Vaishno Devi Katra,1500,4,Summer,1.1,1620,1.08,72,Overcrowded
16787,Tirunelveli Vaishno Devi Katra Exp,Tirunelveli,Shri Mata Vaishno Devi Katra,1500,5,Summer,1.4,2025,1.35,315,Overcrowded
16787,Tirunelveli Vaishno Devi Katra Exp,Tirunelveli,Shri Mata Vaishno Devi Katra,1500,6,Monsoon,0.85,1266,0.844,0,Moderate
16787,Tirunelveli Vaishno Devi Katra Exp,Tirunelveli,Shri Mata Vaishno Devi Katra,1500,7,Monsoon,0.8,1201,0.801,0,Moderate
16787,Tirunelveli Vaishno Devi Katra Exp,Tirunelveli,Shri Mata Vaishno Devi Katra,1500,8,Monsoon,0.9,1354,0.903,0,High
16787,Tirunelveli Vaishno Devi Katra Exp,Tirunelveli,Shri Mata Vaishno Devi Katra,1500,9,Post-Monsoon,1.0,1383,0.922,0,High
16787,Tirunelveli Vaishno Devi Katra Exp,Tirunelveli,Shri Mata Vaishno Devi Katra,1500,10,Post-Monsoon,1.3,1783,1.189,170,Overcrowded
16787,Tirunelveli Vaishno Devi Katra Exp,Tirunelveli,Shri Mata Vaishno Devi Katra,1500,11,Post-Monsoon,1.45,2025,1.35,315,Overcrowded
16787,Tirunelveli Vaishno Devi Katra Exp,Tirunelveli,Shri Mata Vaishno Devi Katra,1500,12,Winter,1.2,1846,1.231,207,Overcrowded
12504,Agartala SMVT Bengaluru Humsafar Exp,Agartala,Bengaluru Cant,1500,1,Winter,1.05,1579,1.053,47,Overcrowded
12504,Agartala SMVT Bengaluru Humsafar Exp,Agartala,Bengaluru Cant,1500,2,Winter,0.9,1354,0.903,0,High
12504,Agartala SMVT Bengaluru Humsafar Exp,Agartala,Bengaluru Cant,1500,3,Summer,1.25,1642,1.095,85,Overcrowded
12504,Agartala SMVT Bengaluru Humsafar Exp,Agartala,Bengaluru Cant,1500,4,Summer,1.1,1524,1.016,14,High
12504,Agartala SMVT Bengaluru Humsafar Exp,Agartala,Bengaluru Cant,1500,5,Summer,1.4,2025,1.35,315,Overcrowded
12504,Agartala SMVT Bengaluru Humsafar Exp,Agartala,Bengaluru Cant,1500,6,Monsoon,0.85,1222,0.815,0,Moderate
12504,Agartala SMVT Bengaluru Humsafar Exp,Agartala,Bengaluru Cant,1500,7,Monsoon,0.8,1098,0.732,0,Moderate
12504,Agartala SMVT Bengaluru Humsafar Exp,Agartala,Bengaluru Cant,1500,8,Monsoon,0.9,1201,0.801,0,Moderate
12504,Agartala SMVT Bengaluru Humsafar Exp,Agartala,Bengaluru Cant,1500,9,Post-Monsoon,1.0,1333,0.889,0,Moderate
12504,Agartala SMVT Bengaluru Humsafar Exp,Agartala,Bengaluru Cant,1500,10,Post-Monsoon,1.3,1846,1.231,207,Overcrowded
12504,Agartala SMVT Bengaluru Humsafar Exp,Agartala,Bengaluru Cant,1500,11,Post-Monsoon,1.45,2025,1.35,315,Overcrowded
12504,Agartala SMVT Bengaluru Humsafar Exp,Agartala,Bengaluru Cant,1500,12,Winter,1.2,1795,1.197,177,Overcrowded
12503,SMVT Bengaluru Agartala Humsafar Exp,Bengaluru Cant,Agartala,1500,1,Winter,1.05,1570,1.047,42,High
12503,SMVT Bengaluru Agartala Humsafar Exp,Bengaluru Cant,Agartala,1500,2,Winter,0.9,1354,0.903,0,High
12503,SMVT Bengaluru Agartala Humsafar Exp,Bengaluru Cant,Agartala,1500,3,Summer,1.25,1881,1.254,228,Overcrowded
12503,SMVT Bengaluru Agartala Humsafar Exp,Bengaluru Cant,Agartala,1500,4,Summer,1.1,1446,0.964,0,High
12503,SMVT Bengaluru Agartala Humsafar Exp,Bengaluru Cant,Agartala,1500,5,Summer,1.4,1939,1.293,263,Overcrowded
12503,SMVT Bengaluru Agartala Humsafar Exp,Bengaluru Cant,Agartala,1500,6,Monsoon,0.85,1261,0.841,0,Moderate
12503,SMVT Bengaluru Agartala Humsafar Exp,Bengaluru Cant,Agartala,1500,7,Monsoon,0.8,1150,0.767,0,Moderate
12503,SMVT Bengaluru Agartala Humsafar Exp,Bengaluru Cant,Agartala,1500,8,Monsoon,0.9,1234,0.823,0,Moderate
12503,SMVT Bengaluru Agartala Humsafar Exp,Bengaluru Cant,Agartala,1500,9,Post-Monsoon,1.0,1335,0.89,0,Moderate
12503,SMVT Bengaluru Agartala Humsafar Exp,Bengaluru Cant,Agartala,1500,10,Post-Monsoon,1.3,1733,1.156,140,Overcrowded
12503,SMVT Bengaluru Agartala Humsafar Exp,Bengaluru Cant,Agartala,1500,11,Post-Monsoon,1.45,2025,1.35,315,Overcrowded
12503,SMVT Bengaluru Agartala Humsafar Exp,Bengaluru Cant,Agartala,1500,12,Winter,1.2,1708,1.139,125,Overcrowded
22502,New Tinsukia SMVT Bengaluru SF Exp,New Tinsukia,Bengaluru Cant,1500,1,Winter,1.05,1381,0.921,0,High
22502,New Tinsukia SMVT Bengaluru SF Exp,New Tinsukia,Bengaluru Cant,1500,2,Winter,0.9,1347,0.898,0,Moderate
22502,New Tinsukia SMVT Bengaluru SF Exp,New Tinsukia,Bengaluru Cant,1500,3,Summer,1.25,1881,1.254,228,Overcrowded
22502,New Tinsukia SMVT Bengaluru SF Exp,New Tinsukia,Bengaluru Cant,1500,4,Summer,1.1,1654,1.103,92,Overcrowded
22502,New Tinsukia SMVT Bengaluru SF Exp,New Tinsukia,Bengaluru Cant,1500,5,Summer,1.4,1840,1.227,204,Overcrowded
22502,New Tinsukia SMVT Bengaluru SF Exp,New Tinsukia,Bengaluru Cant,1500,6,Monsoon,0.85,1177,0.785,0,Moderate
22502,New Tinsukia SMVT Bengaluru SF Exp,New Tinsukia,Bengaluru Cant,1500,7,Monsoon,0.8,1186,0.791,0,Moderate
22502,New Tinsukia SMVT Bengaluru SF Exp,New Tinsukia,Bengaluru Cant,1500,8,Monsoon,0.9,1294,0.863,0,Moderate
22502,New Tinsukia SMVT Bengaluru SF Exp,New Tinsukia,Bengaluru Cant,1500,9,Post-Monsoon,1.0,1372,0.915,0,High
22502,New Tinsukia SMVT Bengaluru SF Exp,New Tinsukia,Bengaluru Cant,1500,10,Post-Monsoon,1.3,1735,1.157,141,Overcrowded
22502,New Tinsukia SMVT Bengaluru SF Exp,New Tinsukia,Bengaluru Cant,1500,11,Post-Monsoon,1.45,1933,1.289,260,Overcrowded
22502,New Tinsukia SMVT Bengaluru SF Exp,New Tinsukia,Bengaluru Cant,1500,12,Winter,1.2,1703,1.136,122,Overcrowded
20497,Rameswaram Firozpur Cantt Humsafar SF Exp,Rameswaram,Firozpur Cantt,1500,1,Winter,1.05,1426,0.951,0,High
20497,Rameswaram Firozpur Cantt Humsafar SF Exp,Rameswaram,Firozpur Cantt,1500,2,Winter,0.9,1375,0.917,0,High
20497,Rameswaram Firozpur Cantt Humsafar SF Exp,Rameswaram,Firozpur Cantt,1500,3,Summer,1.25,1836,1.224,201,Overcrowded
20497,Rameswaram Firozpur Cantt Humsafar SF Exp,Rameswaram,Firozpur Cantt,1500,4,Summer,1.1,1494,0.996,0,High
20497,Rameswaram Firozpur Cantt Humsafar SF Exp,Rameswaram,Firozpur Cantt,1500,5,Summer,1.4,1864,1.243,218,Overcrowded
20497,Rameswaram Firozpur Cantt Humsafar SF Exp,Rameswaram,Firozpur Cantt,1500,6,Monsoon,0.85,1119,0.746,0,Moderate
20497,Rameswaram Firozpur Cantt Humsafar SF Exp,Rameswaram,Firozpur Cantt,1500,7,Monsoon,0.8,1197,0.798,0,Moderate
20497,Rameswaram Firozpur Cantt Humsafar SF Exp,Rameswaram,Firozpur Cantt,1500,8,Monsoon,0.9,1354,0.903,0,High
20497,Rameswaram Firozpur Cantt Humsafar SF Exp,Rameswaram,Firozpur Cantt,1500,9,Post-Monsoon,1.0,1504,1.003,2,High
20497,Rameswaram Firozpur Cantt Humsafar SF Exp,Rameswaram,Firozpur Cantt,1500,10,Post-Monsoon,1.3,1708,1.139,125,Overcrowded
20497,Rameswaram Firozpur Cantt Humsafar SF Exp,Rameswaram,Firozpur Cantt,1500,11,Post-Monsoon,1.45,2008,1.339,305,Overcrowded
20497,Rameswaram Firozpur Cantt Humsafar SF Exp,Rameswaram,Firozpur Cantt,1500,12,Winter,1.2,1780,1.187,168,Overcrowded
20498,Firozpur Cantt Rameswaram Humsafar SF Exp,Firozpur Cantt,Rameswaram,1500,1,Winter,1.05,1605,1.07,63,Overcrowded
20498,Firozpur Cantt Rameswaram Humsafar SF Exp,Firozpur Cantt,Rameswaram,1500,2,Winter,0.9,1321,0.881,0,Moderate
